net,length_um
net1113,713.13µm
core_X2_q\[15\],712.52µm
net688,710.84µm
u_transform_scheduler_core.bf_X1_i\[8\],710.44µm
_03314_,709.49µm
net1379,706.97µm
u_transform_scheduler_core.bf_X0_i\[13\],705.85µm
_05243_,704.17µm
_03425_,700.88µm
u_transform_scheduler_core.bf_X1_i\[13\],700.73µm
net134,696.44µm
net668,694.39µm
net78,693.58µm
u_transform_scheduler_core.bf_X0_q\[11\],692.46µm
u_transform_scheduler_core.bf_X1_i\[7\],692.43µm
net513,691.29µm
clknet_6_41_0_clk_regs,690.68µm
u_transform_scheduler_core.fft128_inverse_active,689.61µm
net138,687.93µm
net896,687.65µm
core_X2_q\[12\],686µm
net947,685.18µm
net1245,684.85µm
_03570_,683.41µm
_05030_,680.87µm
core_X2_i\[9\],679.33µm
net804,678.15µm
net1277,675.56µm
net706,675.1µm
_03549_,673.49µm
net58,672.35µm
net987,671.79µm
net1165,670.98µm
net770,670.76µm
net984,670.01µm
net1407,668.97µm
_03317_,668.86µm
net938,667.87µm
net1337,667.21µm
net922,664.97µm
net62,664.22µm
net1334,664µm
_06885_,663.73µm
net689,659.47µm
u_transform_scheduler_core.bf_X0_i\[15\],657µm
_06022_,656.98µm
net939,656.62µm
net55,651.83µm
net659,651.09µm
net1410,651.07µm
net1416,650.61µm
net1378,650.41µm
net1152,649.9µm
net1272,647.84µm
_06401_,647.41µm
_03319_,643.47µm
core_X2_i\[5\],643.17µm
_06878_,642.68µm
_06006_,642.21µm
net904,641.4µm
net985,640.43µm
net197,638.42µm
net120,637.81µm
u_transform_scheduler_core.bf_X1_i\[11\],637.07µm
net1325,635.8µm
_05779_,634.19µm
net1238,633.66µm
core_X2_q\[7\],632.62µm
net892,632.59µm
core_X2_i\[4\],632.34µm
u_transform_scheduler_core.bf_X0_i\[14\],631.37µm
_05010_,630.86µm
clknet_6_11_0_clk_regs,630.15µm
core_X2_i\[15\],629.74µm
core_X2_q\[5\],629.74µm
net1517,628.47µm
_06086_,627.42µm
core_X2_i\[12\],627.4µm
net1244,625.31µm
_08146_,624.7µm
net822,622.41µm
_06880_,622.31µm
net1239,621.49µm
u_transform_scheduler_core.u_fdiq_output_adapter.state\[1\],620.68µm
net507,620.58µm
core_X2_i\[11\],619.51µm
net362,618.51µm
net669,616.44µm
u_transform_scheduler_core.bf_X1_q\[12\],615.13µm
net920,613.67µm
net1062,612.43µm
net677,611.88µm
net884,611.72µm
net115,610.92µm
net889,610.84µm
net61,609.2µm
u_transform_scheduler_core.bf_X0_q\[13\],608.97µm
net879,608.96µm
core_X2_q\[11\],608.92µm
net263,608.91µm
net109,608.87µm
net1340,607.85µm
_07228_,607.75µm
_03323_,607.38µm
u_transform_scheduler_core.bf_X0_q\[15\],605.61µm
net527,605.2µm
net149,605.15µm
net341,603.03µm
net1284,602.4µm
net177,599.4µm
net1265,599.27µm
_04959_,599.07µm
_06331_,598.13µm
u_transform_scheduler_core.tx_mapper_source_addr\[2\],593.65µm
net494,593.24µm
net1442,592.22µm
net30,591.46µm
net1251,591.1µm
net1360,591µm
_01985_,589.68µm
net159,588.35µm
net686,588.35µm
net1405,586.94µm
net68,586.47µm
net883,585.78µm
net818,585.6µm
net1424,584.94µm
net268,584.85µm
u_transform_scheduler_core.bf_X0_i\[11\],584.11µm
net516,583.67µm
net53,583.47µm
net1175,582.24µm
net1443,582.19µm
net473,581.07µm
net981,580.76µm
net27,580.26µm
net324,580.13µm
net98,577.68µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[13\],576.95µm
net365,576.93µm
net983,576.84µm
_03483_,575.4µm
_00039_,572.95µm
_06879_,572.48µm
net1361,572.06µm
_04929_,571.4µm
net544,571.35µm
u_transform_scheduler_core.bf_X1_q\[13\],569.67µm
net919,568.45µm
net808,567.63µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[3\],563.97µm
net1414,563.61µm
net913,561.88µm
net191,561.62µm
_03322_,560.76µm
core_X2_i\[6\],560.76µm
_04709_,560.15µm
_03464_,559.08µm
net199,558.3µm
_05325_,557.86µm
net117,556.84µm
clknet_6_10_0_clk_regs,556.79µm
net195,556.58µm
u_transform_scheduler_core.bf_X0_q\[10\],555.67µm
u_transform_scheduler_core.bf_X0_i\[12\],555.16µm
net272,553.44µm
net243,552.61µm
_03544_,552.41µm
net240,552.17µm
net813,551.06µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_cen,551µm
net82,550.22µm
net77,550.17µm
net859,549.62µm
net925,549.25µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[7\],549.15µm
u_transform_scheduler_core.bf_X0_q\[8\],549.05µm
net33,548.95µm
net75,548.54µm
_02554_,548.49µm
net281,548.34µm
_07356_,546.93µm
net845,546.76µm
_08423_,546.66µm
net1150,545.38µm
net1093,542.23µm
net1110,541.77µm
u_transform_scheduler_core.bf_X1_q\[8\],541.21µm
net80,541.02µm
net3,540.96µm
u_transform_scheduler_core.bf_X0_q\[7\],540.81µm
net330,540.32µm
net897,539.68µm
net1634,537.13µm
_09770_,537.09µm
net57,535.76µm
u_transform_scheduler_core.bf_X0_q\[9\],535.26µm
_04012_,535.05µm
_05592_,534.95µm
net175,534.34µm
net270,532.39µm
net1274,532.1µm
_05022_,531.49µm
net1156,531.24µm
net262,531.18µm
_03526_,530.83µm
_07768_,530.47µm
net183,530.01µm
net45,529.25µm
_03320_,528.79µm
net129,528.28µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_gwen,527.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[12\],527.67µm
net25,527.11µm
net1635,527.11µm
net1412,525.73µm
u_transform_scheduler_core.bf_X0_q\[12\],525.48µm
u_transform_scheduler_core.bf_X1_i\[12\],525.38µm
net187,524.97µm
u_transform_scheduler_core.bf_X0_i\[8\],524.84µm
net585,524.77µm
net86,524.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[4\],524.2µm
core_X2_i\[1\],523.85µm
net1084,521.71µm
net181,521.15µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[14\],520.54µm
_04958_,520.49µm
net843,520.28µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[0\],519.54µm
net60,519.37µm
net36,519.12µm
_06099_,519.08µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[1\],519.03µm
net893,516.9µm
u_transform_scheduler_core.bf_out_valid,514.94µm
net43,514.69µm
net1425,513.75µm
net111,513.41µm
_06888_,513.16µm
net1281,512.6µm
net169,510.61µm
standalone_active,510.36µm
clknet_6_8_0_clk_regs,510.31µm
u_transform_scheduler_core.bf_X1_q\[2\],509.75µm
_05155_,508.68µm
net1333,508.59µm
net348,508.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[1\],508.02µm
_04704_,505.88µm
net100,505.2µm
net289,504.81µm
net1348,504.71µm
net20,504.15µm
net153,503.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[3\],503.59µm
net1174,501.91µm
net903,501.27µm
net179,500.85µm
net2,499.82µm
net878,499.82µm
net521,499.31µm
net133,498.14µm
core_X2_i\[8\],497.89µm
_03571_,497.49µm
net139,496.99µm
net841,496.74µm
net1273,496µm
net453,495.7µm
_07349_,495.29µm
_06665_,493.66µm
u_transform_scheduler_core.bf_X1_q\[1\],493.51µm
net66,492.34µm
net819,491.98µm
net1021,491.93µm
core_X2_i\[7\],491.27µm
_07339_,490.4µm
_08264_,489.79µm
net160,489.79µm
net895,489.79µm
net1249,488.34µm
net1214,487.4µm
net186,486.89µm
net1197,486.84µm
net234,486.43µm
net825,486.23µm
net1276,484.75µm
net156,484.45µm
_05328_,484.07µm
net888,484.04µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[2\],483.94µm
net1149,483.69µm
u_transform_scheduler_core.bf_X1_q\[3\],482.92µm
net73,482.91µm
net840,482.68µm
net351,481.03µm
_05256_,480.78µm
net570,480.68µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[5\],480.53µm
net1637,479.97µm
net1250,479.71µm
net700,479.61µm
_05006_,478.85µm
net343,478.54µm
_05515_,478.39µm
u_transform_scheduler_core.u_mixed_radix_butterfly.scalar_operand\[4\],478.39µm
net1468,477.98µm
net35,477.73µm
net450,477.73µm
net189,476.91µm
_06439_,476.82µm
net672,476.66µm
_03590_,476.24µm
net1515,475.74µm
net1140,475.64µm
core_X2_i\[3\],475.03µm
net56,474.98µm
net678,474.77µm
net126,474.72µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[2\],474.44µm
net369,474.24µm
_02720_,472.79µm
_05920_,472.74µm
_05024_,472.69µm
net1275,472.68µm
_04304_,471.16µm
net340,470.68µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[6\],470.55µm
_06413_,468.92µm
net32,468.32µm
_05287_,468.16µm
net146,468.14µm
net237,467.44µm
u_transform_scheduler_core.bf_X0_q\[4\],467.29µm
net1280,466.82µm
net38,466.58µm
net1287,466.22µm
net1109,466.02µm
net370,465.81µm
_05025_,465.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[5\],465.25µm
_03259_,464.16µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[6\],464.1µm
net1135,464.03µm
u_transform_scheduler_core.bf_X0_i\[10\],463.83µm
net193,463.67µm
net122,463.62µm
net182,463.29µm
net29,463.22µm
net265,463.05µm
_09278_,462.66µm
_06463_,462.53µm
_06191_,461.34µm
net908,460.97µm
net1286,460.97µm
net290,460.93µm
net1253,460.62µm
_06877_,460.47µm
net1282,460.42µm
u_transform_scheduler_core.bf_X0_q\[5\],460.37µm
net675,459.91µm
net909,459.4µm
_05943_,458.84µm
serializer_busy,458.43µm
net664,458.32µm
net683,458.23µm
net1240,457.82µm
net1384,457.82µm
net303,457.52µm
net328,456.5µm
net1285,456.43µm
net1136,456.19µm
u_transform_scheduler_core.bf_X0_q\[6\],455.94µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[3\],455.7µm
_06143_,455.4µm
net468,454.77µm
_06104_,454.31µm
net902,454.31µm
net787,454.26µm
_07654_,454.21µm
net713,454.16µm
net1169,454.06µm
net1415,453.85µm
net1146,453.69µm
_04706_,452.53µm
net517,452.53µm
_04711_,451.56µm
_04629_,450.9µm
net269,450.87µm
net1204,450.82µm
_04931_,449.68µm
_08232_,449.48µm
net1629,449.22µm
u_transform_scheduler_core.bf_X1_q\[0\],448.56µm
_06221_,446.96µm
net137,446.73µm
net162,446.57µm
net399,446.14µm
_06388_,445.86µm
_03318_,445.13µm
net1229,443.16µm
net347,443.1µm
net41,442.96µm
_04155_,442.6µm
_07981_,442.55µm
_05009_,441.94µm
net1291,441.63µm
_05898_,440.87µm
net682,440.21µm
_05459_,439.8µm
net696,439.8µm
net1172,439.02µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_gwen,438.94µm
u_transform_scheduler_core.bf_X1_q\[7\],438.53µm
net64,438.12µm
net1182,438.12µm
u_transform_scheduler_core.bf_X0_i\[7\],437.93µm
net446,435.88µm
net485,435.83µm
net603,435.73µm
_08211_,435.27µm
net622,434.81µm
u_transform_scheduler_core.bf_X0_q\[3\],434.1µm
net176,434.07µm
net110,433.33µm
net1344,433.18µm
net172,433.13µm
net1171,432.31µm
u_transform_scheduler_core.bf_X1_q\[9\],431.96µm
net673,431.86µm
net277,431.5µm
net788,431.4µm
net1085,430.94µm
u_transform_scheduler_core.bf_X1_q\[6\],430.79µm
net779,429.97µm
net271,429.56µm
net1428,429.31µm
net891,428.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[3\],428.37µm
net1176,428.26µm
_03315_,428.09µm
net132,428.09µm
net121,427.28µm
net1313,426.59µm
net1101,426.56µm
_05893_,425.14µm
delaynet_2_clk,425.09µm
net623,424.73µm
_06294_,424.63µm
net680,424.63µm
net438,423.71µm
_03167_,423.7µm
net239,422.69µm
net515,422.44µm
_05198_,422.39µm
net479,421.93µm
net360,420.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[5\],420.91µm
net1139,419.03µm
net1012,418.62µm
_06196_,418.52µm
net1192,418.47µm
net918,418.11µm
_05564_,417.91µm
net371,417.91µm
net917,417.91µm
net966,417.4µm
clknet_6_32_0_clk_regs,417.35µm
net690,417.27µm
_03161_,416.79µm
_05761_,416.79µm
_05982_,416.51µm
_09375_,415.67µm
_06664_,415.26µm
net275,414.13µm
net911,413.54µm
_06264_,412.87µm
net1018,412.46µm
_04964_,412.31µm
_08040_,412.26µm
net241,411.75µm
net827,411.44µm
net408,411.19µm
net478,410.53µm
_03666_,410.37µm
net1224,410.22µm
core_X2_i\[0\],409.89µm
net701,409.75µm
net1636,409.65µm
net174,409.61µm
net501,409.23µm
net829,408.64µm
net467,408.44µm
u_transform_scheduler_core.bf_X0_q\[14\],408.39µm
_02685_,408.29µm
_07347_,407.93µm
_05998_,407.83µm
net560,407.83µm
_05239_,407.52µm
_06269_,407.25µm
_05156_,407.17µm
_03316_,407.12µm
_06342_,406.17µm
_04993_,406.15µm
u_transform_scheduler_core.bf_X1_q\[4\],406µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[9\],405.69µm
net541,405.59µm
_08128_,405.54µm
_08135_,405.44µm
net1266,405.28µm
net464,405.03µm
net980,404.42µm
net508,404.32µm
net163,403.71µm
_03640_,403.5µm
net1288,403.5µm
_05641_,402.89µm
net1347,402.56µm
net165,402.53µm
net1603,402.28µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[8\],402.23µm
net899,401.97µm
_03894_,400.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[11\],400.7µm
net1158,400.7µm
net1180,400.65µm
net1485,400.6µm
_04225_,400.58µm
net708,399.89µm
net626,399µm
net397,398.82µm
net1125,398.55µm
net285,398.46µm
_07919_,398.26µm
u_transform_scheduler_core.bf_X1_i\[6\],398.26µm
_05335_,398.21µm
net679,398.21µm
u_transform_scheduler_core.bf_X0_i\[9\],397.8µm
_08424_,397.75µm
net393,397.75µm
net87,397.65µm
_07272_,397.3µm
net1292,396.94µm
net463,396.63µm
net180,396.4µm
net95,396.07µm
_05414_,396.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[15\],395.46µm
net990,395.25µm
net684,394.85µm
_02572_,393.73µm
u_transform_scheduler_core.u_fft128_modulo_controller.slot_phase\[1\],393.42µm
net51,393.35µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[0\],393.22µm
_04975_,393.17µm
net1019,393.06µm
net1368,392.76µm
net1099,392.63µm
net1339,392.35µm
net1353,392.25µm
_06283_,392.15µm
net91,391.59µm
net563,391.59µm
_04707_,390.93µm
_02638_,390.52µm
net1358,389.96µm
net561,389.86µm
net59,388.9µm
net436,388.89µm
net1413,388.18µm
net832,387.92µm
net89,387.62µm
_05291_,386.75µm
net366,386.09µm
net39,385.99µm
net40,385.84µm
net1077,385.58µm
net107,385.53µm
_05770_,385.38µm
_09286_,385.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[6\],385.38µm
net999,384.46µm
net395,384.31µm
net562,383.19µm
u_transform_scheduler_core.bf_X0_q\[2\],382.73µm
net88,382.02µm
net462,381.51µm
net1138,381.15µm
net469,380.95µm
_06364_,380.14µm
net69,379.32µm
_05715_,378.76µm
net1187,378.76µm
net276,378.2µm
_05581_,378.05µm
net155,377.79µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[0\],377.74µm
net836,377.64µm
_06489_,377.14µm
net267,376.52µm
net90,376.47µm
net1278,376.11µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[10\],375.55µm
_05336_,375.25µm
net1134,373.92µm
core_X2_i\[2\],373.52µm
u_transform_scheduler_core.bf_X1_q\[14\],373.21µm
_05719_,373.01µm
_06320_,372.8µm
_07947_,372.55µm
u_transform_scheduler_core.bf_X1_i\[14\],372.45µm
_03631_,372.44µm
_02633_,372.4µm
_04957_,372.16µm
net934,372.09µm
net1107,371.73µm
net102,371.07µm
_03203_,370.87µm
net94,370.87µm
_07813_,370.82µm
net1548,369.85µm
net92,369.75µm
net1264,369.6µm
net93,369.19µm
net349,368.93µm
net46,368.07µm
net7,367.46µm
net1162,367.43µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[1\],367.41µm
net1164,367.1µm
u_transform_scheduler_core.u_fft128_modulo_controller.slot_phase\[0\],366.87µm
net321,366.81µm
net505,366.34µm
net364,365.52µm
_03257_,365.42µm
net660,365.17µm
net972,365.12µm
net658,364.96µm
net1283,364.2µm
net914,364.15µm
net1398,364µm
_06377_,363.64µm
net1243,363.54µm
net858,363.18µm
net1374,362.98µm
_07852_,362.47µm
_03148_,362.44µm
_04427_,362.32µm
net555,361.4µm
net147,360.84µm
net873,360.64µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[5\],360.5µm
net1159,360.47µm
net831,360.38µm
net901,360.38µm
net1196,360.38µm
net1343,360.33µm
net1409,360.28µm
net1103,359.82µm
net1219,359.72µm
net881,359.26µm
net1259,359.02µm
net666,359.01µm
net1181,357.94µm
u_transform_scheduler_core.rx_small_inverse,357.84µm
net242,357.64µm
_06048_,357.38µm
net106,357.35µm
_06534_,356.16µm
_03691_,355.9µm
_03482_,355.75µm
_03649_,354.88µm
net1104,354.82µm
net916,354.44µm
net531,353.76µm
net1308,353.74µm
net352,353.56µm
_08240_,353.51µm
net21,353.41µm
net76,353.05µm
net814,353.05µm
net1009,352.95µm
u_transform_scheduler_core.dft12_phase\[1\],351.93µm
net1076,351.93µm
net1616,351.93µm
_05833_,351.73µm
_05676_,351.27µm
_05390_,351.17µm
u_transform_scheduler_core.bf_X1_i\[9\],350.66µm
net1122,350.57µm
net15,350.15µm
clknet_6_33_0_clk_regs,349.64µm
_06038_,349.49µm
net968,349.46µm
net890,349.34µm
u_transform_scheduler_core.bf_X1_i\[5\],349.2µm
u_transform_scheduler_core.mod_diag_addr0\[4\],348.43µm
net1114,348.11µm
_06667_,347.96µm
net9,347.81µm
net455,347.4µm
net1211,347.3µm
net523,346.94µm
_07001_,346.79µm
net342,346.43µm
_05953_,346.18µm
_05723_,345.72µm
_02582_,345.57µm
net694,345.53µm
_05931_,345.21µm
net839,345.11µm
_07962_,345.06µm
_05234_,345.01µm
net1161,344.29µm
_05940_,343.89µm
net317,343.43µm
_06668_,343.28µm
_05633_,342.26µm
_04350_,341.9µm
_03217_,341.29µm
_03249_,341.24µm
net409,341.19µm
net924,340.78µm
_07157_,340.53µm
net1020,340.12µm
net1130,339.85µm
net1147,339.66µm
_04112_,339.57µm
net141,339.43µm
net1025,339.14µm
_03463_,338.42µm
net1289,338.39µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[7\],338.29µm
net1301,337.98µm
net198,337.83µm
net1354,337.68µm
net1157,336.48µm
net820,336.3µm
_05001_,336.2µm
net1505,336.05µm
_02657_,335.64µm
net299,335.64µm
net1290,335.28µm
net1168,335.12µm
net1252,334.67µm
_03157_,334.32µm
net1133,334.26µm
_05374_,334.01µm
net300,333.91µm
net1223,333.81µm
_04423_,333.76µm
_03508_,333.56µm
_05995_,333.3µm
net912,332.99µm
_05225_,332.64µm
net1160,332.48µm
net886,332.32µm
net1202,332.28µm
_08142_,332.08µm
net1124,331.72µm
net711,330.14µm
net619,329.63µm
net12,329.48µm
net475,329.48µm
_05170_,329.33µm
net833,328.61µm
net1241,328.46µm
net1027,328.08µm
net202,327.9µm
net411,327.9µm
net70,327.89µm
net1112,327.85µm
net512,327.19µm
net1189,327.19µm
net1173,327.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[5\],327.04µm
u_transform_scheduler_core.bf_X0_q\[0\],326.58µm
net575,326.58µm
net1179,326.22µm
net367,326.17µm
_03225_,325.56µm
net558,325.46µm
_06180_,324.9µm
_06050_,324.85µm
net1509,324.8µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[1\],324.39µm
net334,324.34µm
_02708_,324.29µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[3\],324.15µm
net480,323.93µm
net1329,323.93µm
_09381_,323.37µm
net1206,323.37µm
net83,322.81µm
_04963_,322.78µm
_05839_,322.71µm
_05890_,322.66µm
_04207_,322.37µm
_04434_,322.08µm
_08084_,321.49µm
net826,321.45µm
clknet_6_4_0_clk_regs,321.03µm
net447,320.57µm
net1208,320.47µm
_09376_,320.42µm
net118,320.42µm
_06638_,319.86µm
net634,319.86µm
net1178,319.4µm
net14,318.84µm
net1561,318.69µm
net548,318.33µm
net161,318.02µm
net284,317.79µm
net915,317.72µm
net119,317.57µm
net1033,317.11µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_addr\[2\],316.96µm
_04133_,316.66µm
_08419_,316.65µm
_07622_,316.55µm
net48,316.55µm
net151,316.55µm
_07897_,316.5µm
_08022_,316.5µm
net1372,316.5µm
net398,315.58µm
net898,315.48µm
_05753_,315.38µm
net323,315.38µm
net125,315.36µm
net459,314.31µm
_03659_,313.88µm
net1143,313.85µm
net452,313.34µm
net1154,313.24µm
_07599_,313.19µm
_03234_,312.51µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[15\],312.07µm
net378,312.07µm
net1370,311µm
_02627_,310.85µm
net769,310.85µm
net419,310.54µm
net593,310.54µm
net618,310.54µm
net1246,310.35µm
net483,309.93µm
net1296,309.93µm
net1235,309.88µm
net1267,309.32µm
_08750_,308.76µm
_05636_,308.61µm
net1108,308.61µm
net835,308.25µm
net1014,308.25µm
net150,308.2µm
_04961_,308.1µm
_04627_,308.05µm
net663,307.74µm
clknet_6_47_0_clk_regs,307.54µm
net589,307.44µm
_06304_,306.98µm
net1013,306.77µm
net1263,306.62µm
net500,306.21µm
net326,306.06µm
net1317,305.88µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[5\],305.81µm
net171,305.55µm
net1474,305.55µm
net1581,305.5µm
_05351_,305.25µm
_06571_,305.25µm
net251,304.94µm
net1098,304.86µm
_08226_,304.18µm
_02713_,304.13µm
net921,303.62µm
_03674_,303.36µm
net1367,303.36µm
net1279,303.35µm
net357,303.26µm
_05438_,303.06µm
net1015,303µm
net810,302.8µm
_03689_,302.78µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[0\],302.5µm
clknet_6_3_0_clk_regs,302.45µm
net1341,302.16µm
net693,301.84µm
net608,301.43µm
net426,300.82µm
_08180_,300.77µm
net998,300.36µm
_05775_,300.16µm
u_transform_scheduler_core.mod_diag_addr1\[4\],300.02µm
net213,299.8µm
_04397_,299.04µm
_08107_,299.04µm
net946,298.48µm
net314,297.51µm
net379,297.51µm
net405,297.46µm
clknet_6_40_0_clk_regs,297.15µm
net621,297µm
_07142_,296.9µm
net698,296.9µm
_08121_,296.85µm
net194,296.72µm
