net,length_um
u_transform_scheduler_core.dft12_ram_q\[4\]\[10\],26.93µm
u_transform_scheduler_core.fft_mem_rdata\[7\],26.93µm
u_transform_scheduler_core.mod_diag_X0_q\[5\],26.93µm
u_transform_scheduler_core.rx_fft128_i\[6\],26.93µm
u_transform_scheduler_core.tx_dft12_hold_q\[1\]\[0\],26.93µm
u_transform_scheduler_core.tx_mem_addr\[6\],26.93µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_valid,26.93µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_addr\[5\],26.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[3\],26.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[10\],26.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[7\],26.93µm
_00026_,26.88µm
_00495_,26.88µm
_01142_,26.88µm
_01997_,26.88µm
_02426_,26.88µm
_03020_,26.88µm
_03613_,26.88µm
_03836_,26.88µm
_03860_,26.88µm
_04765_,26.88µm
_05070_,26.88µm
_05129_,26.88µm
_05220_,26.88µm
_05673_,26.88µm
_05764_,26.88µm
_05892_,26.88µm
_06095_,26.88µm
_06469_,26.88µm
_06655_,26.88µm
_06729_,26.88µm
_07291_,26.88µm
_08229_,26.88µm
_08457_,26.88µm
_08603_,26.88µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[10\],26.88µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.final_sample_pending,26.52µm
_03785_,26.47µm
_03866_,26.47µm
u_transform_scheduler_core.rx_state\[5\],26.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[8\],26.47µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[3\],26.47µm
_02295_,26.42µm
_04029_,26.42µm
_04498_,26.42µm
_07465_,26.42µm
_08061_,26.42µm
debug_wdata\[14\],26.42µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[15\],26.42µm
u_transform_scheduler_core.fft_mem_rdata\[31\],26.42µm
u_transform_scheduler_core.ofdm_sample_q\[6\],26.42µm
u_transform_scheduler_core.rx_small_x0_i\[10\],26.42µm
u_transform_scheduler_core.rx_small_x1_q\[2\],26.42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[14\],26.42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[2\],26.42µm
_00478_,26.37µm
_02031_,26.37µm
_03212_,26.37µm
_03458_,26.37µm
_03601_,26.37µm
_03992_,26.37µm
_04009_,26.37µm
_04925_,26.37µm
_06295_,26.37µm
_06657_,26.37µm
_06748_,26.37µm
_07034_,26.37µm
_08025_,26.37µm
_08407_,26.37µm
_08506_,26.37µm
_08545_,26.37µm
_08769_,26.37µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[7\],26.37µm
u_transform_scheduler_core.fft_mem_rdata\[5\],26.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[14\],26.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[7\],26.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[15\],26.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[11\],26.37µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.cp_length_reg\[0\],26.37µm
_01045_,26.32µm
_01684_,26.32µm
_01718_,26.32µm
_02175_,26.32µm
_02212_,26.32µm
_03344_,26.32µm
_03695_,26.32µm
_03752_,26.32µm
_04004_,26.32µm
_05528_,26.32µm
_06267_,26.32µm
_06327_,26.32µm
_06586_,26.32µm
_07606_,26.32µm
_08563_,26.32µm
u_transform_scheduler_core.dft12_sent_twiddle_re,26.32µm
u_transform_scheduler_core.fft_mem_rdata\[6\],26.32µm
u_transform_scheduler_core.fifo_x2_i\[0\]\[2\],26.32µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[29\],26.32µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[3\],26.32µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[7\],26.32µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[1\],25.96µm
_04000_,25.91µm
_07154_,25.91µm
_07313_,25.91µm
_04152_,25.86µm
_07213_,25.86µm
_07564_,25.86µm
_07579_,25.86µm
_08249_,25.86µm
_08388_,25.86µm
_08561_,25.86µm
_08924_,25.86µm
u_transform_scheduler_core.dft12_ram_i\[0\]\[2\],25.86µm
u_transform_scheduler_core.fifo_x0_q\[0\]\[6\],25.86µm
u_transform_scheduler_core.rx_small_x0_i\[5\],25.86µm
u_transform_scheduler_core.rx_small_x0_q\[2\],25.86µm
u_transform_scheduler_core.rx_small_x0_q\[4\],25.86µm
_00163_,25.81µm
_00994_,25.81µm
_02118_,25.81µm
_02433_,25.81µm
_02561_,25.81µm
_02882_,25.81µm
_03352_,25.81µm
_03705_,25.81µm
_04045_,25.81µm
_04170_,25.81µm
_04598_,25.81µm
_04889_,25.81µm
_04996_,25.81µm
_06138_,25.81µm
_06440_,25.81µm
_07194_,25.81µm
_07278_,25.81µm
_07480_,25.81µm
_07500_,25.81µm
_07982_,25.81µm
_08096_,25.81µm
_08231_,25.81µm
_08754_,25.81µm
_08825_,25.81µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[10\],25.81µm
u_transform_scheduler_core.fft_mem_rdata\[28\],25.81µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[5\],25.81µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.held_i\[6\],25.81µm
_01826_,25.76µm
_01829_,25.76µm
_02095_,25.76µm
_03984_,25.76µm
_04288_,25.76µm
_05823_,25.76µm
_06677_,25.76µm
_08351_,25.76µm
_08631_,25.76µm
_08664_,25.76µm
_08878_,25.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[4\],25.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[2\],25.76µm
u_serializer.byte_index\[3\],25.4µm
_08921_,25.35µm
u_transform_scheduler_core.dft12_ram_i\[0\]\[14\],25.35µm
u_transform_scheduler_core.result_meta_inverse\[2\]\[0\],25.35µm
u_transform_scheduler_core.rx_small_x1_q\[0\],25.35µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[6\],25.35µm
_00442_,25.3µm
_03535_,25.3µm
_03884_,25.3µm
_05095_,25.3µm
_07458_,25.3µm
_07673_,25.3µm
_07829_,25.3µm
_08004_,25.3µm
_08605_,25.3µm
_08630_,25.3µm
_08977_,25.3µm
echo_data\[3\],25.3µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[2\],25.3µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[7\],25.3µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[5\],25.3µm
_00144_,25.25µm
_02446_,25.25µm
_02683_,25.25µm
_03098_,25.25µm
_03560_,25.25µm
_04022_,25.25µm
_04025_,25.25µm
_04460_,25.25µm
_04909_,25.25µm
_05654_,25.25µm
_05891_,25.25µm
_06128_,25.25µm
_06335_,25.25µm
_06534_,25.25µm
_06781_,25.25µm
_07244_,25.25µm
_07731_,25.25µm
_07942_,25.25µm
_07944_,25.25µm
_07958_,25.25µm
_08038_,25.25µm
_08216_,25.25µm
_08236_,25.25µm
_08490_,25.25µm
_08619_,25.25µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[14\],25.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[12\],25.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[4\],25.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[2\],25.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[9\],25.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[10\],25.25µm
_00056_,25.2µm
_01991_,25.2µm
_01994_,25.2µm
_04251_,25.2µm
_04499_,25.2µm
_04929_,25.2µm
_04990_,25.2µm
_05060_,25.2µm
_05164_,25.2µm
_05373_,25.2µm
_05443_,25.2µm
_05510_,25.2µm
_05534_,25.2µm
_05664_,25.2µm
_05782_,25.2µm
_05984_,25.2µm
_06527_,25.2µm
_06549_,25.2µm
_06589_,25.2µm
_06611_,25.2µm
_06936_,25.2µm
_07084_,25.2µm
_07145_,25.2µm
_08745_,25.2µm
_08776_,25.2µm
_08778_,25.2µm
_08885_,25.2µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[10\],25.2µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_re_reg\[7\],25.2µm
_05529_,24.8µm
_03536_,24.79µm
u_transform_scheduler_core.ofdm_sample_i\[6\],24.79µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[5\],24.79µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[26\],24.79µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[10\],24.79µm
_02220_,24.74µm
_02293_,24.74µm
_02391_,24.74µm
_03510_,24.74µm
_03967_,24.74µm
_04592_,24.74µm
_05262_,24.74µm
_06302_,24.74µm
_07231_,24.74µm
_07986_,24.74µm
_08336_,24.74µm
_08349_,24.74µm
debug_addr\[2\],24.74µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[12\],24.74µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[10\],24.74µm
u_transform_scheduler_core.rx_fft128_i\[5\],24.74µm
u_transform_scheduler_core.tx_dft12_hold_q\[1\]\[12\],24.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[5\],24.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[2\],24.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[6\],24.74µm
_00138_,24.69µm
_02023_,24.69µm
_02372_,24.69µm
_02530_,24.69µm
_02572_,24.69µm
_02591_,24.69µm
_02946_,24.69µm
_03397_,24.69µm
_03474_,24.69µm
_03551_,24.69µm
_03859_,24.69µm
_03881_,24.69µm
_04376_,24.69µm
_04572_,24.69µm
_05013_,24.69µm
_05326_,24.69µm
_05716_,24.69µm
_06241_,24.69µm
_06660_,24.69µm
_06780_,24.69µm
_07520_,24.69µm
_07900_,24.69µm
_08121_,24.69µm
_08173_,24.69µm
_08243_,24.69µm
_08303_,24.69µm
_08496_,24.69µm
_08793_,24.69µm
u_transform_scheduler_core.rx_dft12_i\[6\],24.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[1\],24.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[5\],24.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[12\],24.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[12\],24.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[2\],24.69µm
_00980_,24.64µm
_01922_,24.64µm
_02458_,24.64µm
_03204_,24.64µm
_03417_,24.64µm
_03498_,24.64µm
_03589_,24.64µm
_04108_,24.64µm
_04180_,24.64µm
_04412_,24.64µm
_04726_,24.64µm
_04978_,24.64µm
_05056_,24.64µm
_05604_,24.64µm
_05814_,24.64µm
_05857_,24.64µm
_07144_,24.64µm
_07283_,24.64µm
_07405_,24.64µm
_08722_,24.64µm
u_transform_scheduler_core.rx_small_x2_i\[3\],24.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[1\],24.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[3\],24.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_i_reg\[5\],24.64µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[2\],24.5µm
_04331_,24.23µm
_04410_,24.23µm
_04421_,24.23µm
_07198_,24.23µm
_02112_,24.18µm
_03548_,24.18µm
_03939_,24.18µm
_04142_,24.18µm
_05668_,24.18µm
_06185_,24.18µm
_07366_,24.18µm
_08103_,24.18µm
_08240_,24.18µm
_08394_,24.18µm
_08880_,24.18µm
u_transform_scheduler_core.fifo_x0_i\[0\]\[10\],24.18µm
u_transform_scheduler_core.fifo_x0_i\[0\]\[3\],24.18µm
u_transform_scheduler_core.mod_x0_i\[6\],24.18µm
u_transform_scheduler_core.result_meta_inverse\[1\]\[0\],24.18µm
u_transform_scheduler_core.tx_dft12_hold_i\[1\]\[2\],24.18µm
u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[10\],24.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[7\],24.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[7\],24.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[3\],24.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[9\],24.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_full,24.18µm
_00894_,24.13µm
_01750_,24.13µm
_01824_,24.13µm
_01841_,24.13µm
_02180_,24.13µm
_02491_,24.13µm
_02633_,24.13µm
_02686_,24.13µm
_03842_,24.13µm
_04389_,24.13µm
_04629_,24.13µm
_05711_,24.13µm
_05754_,24.13µm
_06082_,24.13µm
_06508_,24.13µm
_06531_,24.13µm
_06750_,24.13µm
_07148_,24.13µm
_07188_,24.13µm
_07275_,24.13µm
_07420_,24.13µm
_07666_,24.13µm
_07919_,24.13µm
_08253_,24.13µm
_08451_,24.13µm
_08962_,24.13µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[12\],24.13µm
u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[3\],24.13µm
u_transform_scheduler_core.u_fdiq_output_adapter.state\[2\],24.13µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[7\],24.13µm
_00572_,24.08µm
_00959_,24.08µm
_01373_,24.08µm
_02150_,24.08µm
_02219_,24.08µm
_02273_,24.08µm
_02723_,24.08µm
_03711_,24.08µm
_03973_,24.08µm
_03981_,24.08µm
_04181_,24.08µm
_04292_,24.08µm
_05241_,24.08µm
_05524_,24.08µm
_05717_,24.08µm
_06061_,24.08µm
_06710_,24.08µm
_08446_,24.08µm
_08761_,24.08µm
_08763_,24.08µm
_08782_,24.08µm
_08939_,24.08µm
u_transform_scheduler_core.fft_mem_rdata\[13\],24.08µm
u_transform_scheduler_core.mod_diag_X0_q\[14\],24.08µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_wdata\[5\],23.94µm
dout_valid_o,23.94µm
_00009_,23.78µm
_04901_,23.72µm
_07386_,23.72µm
_06927_,23.67µm
_07258_,23.67µm
_08134_,23.67µm
_02098_,23.62µm
_02440_,23.62µm
_03744_,23.62µm
_04448_,23.62µm
_06724_,23.62µm
u_transform_scheduler_core.fft_mem_rdata\[19\],23.62µm
u_transform_scheduler_core.rx_fft128_i\[10\],23.62µm
u_transform_scheduler_core.tx_sample_q\[0\],23.62µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_writes_done,23.62µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[2\],23.62µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[9\],23.62µm
_00301_,23.57µm
_02009_,23.57µm
_02143_,23.57µm
_02250_,23.57µm
_02417_,23.57µm
_02741_,23.57µm
_03138_,23.57µm
_03159_,23.57µm
_03295_,23.57µm
_03385_,23.57µm
_03634_,23.57µm
_03911_,23.57µm
_03929_,23.57µm
_03932_,23.57µm
_04177_,23.57µm
_05094_,23.57µm
_05286_,23.57µm
_05602_,23.57µm
_05788_,23.57µm
_06546_,23.57µm
_07116_,23.57µm
_07354_,23.57µm
_07789_,23.57µm
_08091_,23.57µm
_08302_,23.57µm
_08591_,23.57µm
_08638_,23.57µm
_08727_,23.57µm
_08951_,23.57µm
_08976_,23.57µm
u_transform_scheduler_core.ofdm_sample_q\[4\],23.57µm
u_transform_scheduler_core.tx_cp_length_reg\[0\],23.57µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[8\],23.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_sum_i_reg\[0\],23.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[2\],23.57µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[5\],23.57µm
_00459_,23.52µm
_01098_,23.52µm
_01155_,23.52µm
_01689_,23.52µm
_02209_,23.52µm
_02260_,23.52µm
_02766_,23.52µm
_02978_,23.52µm
_03160_,23.52µm
_03291_,23.52µm
_04260_,23.52µm
_05319_,23.52µm
_06398_,23.52µm
_06987_,23.52µm
_07298_,23.52µm
_07920_,23.52µm
_07978_,23.52µm
_08020_,23.52µm
_08515_,23.52µm
_08731_,23.52µm
_08853_,23.52µm
_08956_,23.52µm
_08974_,23.52µm
u_transform_scheduler_core.ofdm_sample_q\[2\],23.52µm
u_transform_scheduler_core.ofdm_sample_q\[5\],23.52µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_addr\[0\],23.43µm
_08133_,23.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[12\],23.16µm
_02371_,23.11µm
_02486_,23.11µm
_04492_,23.11µm
_07221_,23.11µm
_07717_,23.11µm
_08053_,23.11µm
_08094_,23.11µm
_08697_,23.11µm
u_transform_scheduler_core.tx_dout\[7\],23.11µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_stage_valid,23.11µm
_03869_,23.06µm
_04006_,23.06µm
_04413_,23.06µm
_07045_,23.06µm
_07246_,23.06µm
_07364_,23.06µm
_07537_,23.06µm
_08069_,23.06µm
_08653_,23.06µm
u_transform_scheduler_core.dft12_ram_i\[0\]\[0\],23.06µm
u_transform_scheduler_core.mod_x0_i\[8\],23.06µm
u_transform_scheduler_core.rx_state\[1\],23.06µm
u_transform_scheduler_core.tx_dft12_hold_i\[2\]\[9\],23.06µm
u_transform_scheduler_core.tx_dout\[1\],23.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[15\],23.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[2\],23.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[10\],23.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[4\],23.06µm
_00143_,23.01µm
_01892_,23.01µm
_03218_,23.01µm
_03238_,23.01µm
_03277_,23.01µm
_03889_,23.01µm
_03974_,23.01µm
_04165_,23.01µm
_04185_,23.01µm
_04359_,23.01µm
_04505_,23.01µm
_05662_,23.01µm
_06105_,23.01µm
_06651_,23.01µm
_06937_,23.01µm
_08226_,23.01µm
_08821_,23.01µm
_08845_,23.01µm
debug_addr\[6\],23.01µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[3\],23.01µm
u_transform_scheduler_core.fifo_x0_q\[0\]\[10\],23.01µm
u_transform_scheduler_core.tx_dft12_hold_q\[0\]\[11\],23.01µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[11\],23.01µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[6\],23.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[4\],23.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[9\],23.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[4\],23.01µm
_00198_,22.96µm
_00238_,22.96µm
_00408_,22.96µm
_00960_,22.96µm
_01886_,22.96µm
_02050_,22.96µm
_02196_,22.96µm
_02327_,22.96µm
_03002_,22.96µm
_03293_,22.96µm
_03791_,22.96µm
_04002_,22.96µm
_04157_,22.96µm
_06052_,22.96µm
_06509_,22.96µm
_07259_,22.96µm
_07282_,22.96µm
_07463_,22.96µm
_08948_,22.96µm
u_transform_scheduler_core.rx_small_x1_i\[3\],22.96µm
u_transform_scheduler_core.tx_dft12_hold_i\[0\]\[6\],22.96µm
u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[14\],22.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[9\],22.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_iq_reg\[7\],22.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[11\],22.96µm
_06429_,22.9µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_addr\[1\],22.87µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[5\],22.82µm
_08367_,22.73µm
_07269_,22.6µm
_08194_,22.56µm
_04007_,22.55µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[13\],22.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[11\],22.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[11\],22.55µm
_03572_,22.5µm
_03919_,22.5µm
_07404_,22.5µm
_07641_,22.5µm
_07654_,22.5µm
_07838_,22.5µm
_08201_,22.5µm
_08621_,22.5µm
debug_data_hi\[5\],22.5µm
debug_read_latch\[15\],22.5µm
u_transform_scheduler_core.fifo_x1_q\[0\]\[0\],22.5µm
u_transform_scheduler_core.rx_small_x1_i\[6\],22.5µm
u_transform_scheduler_core.rx_state\[10\],22.5µm
u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[7\],22.5µm
_00272_,22.45µm
_01073_,22.45µm
_02171_,22.45µm
_02342_,22.45µm
_02388_,22.45µm
_02792_,22.45µm
_03035_,22.45µm
_03045_,22.45µm
_03386_,22.45µm
_03545_,22.45µm
_03672_,22.45µm
_04630_,22.45µm
_04864_,22.45µm
_04882_,22.45µm
_05127_,22.45µm
_05229_,22.45µm
_05292_,22.45µm
_05555_,22.45µm
_05651_,22.45µm
_05766_,22.45µm
_06028_,22.45µm
_06074_,22.45µm
_06156_,22.45µm
_06274_,22.45µm
_06338_,22.45µm
_06801_,22.45µm
_07018_,22.45µm
_07081_,22.45µm
_07274_,22.45µm
_07598_,22.45µm
_08143_,22.45µm
_08238_,22.45µm
_08352_,22.45µm
_08478_,22.45µm
u_transform_scheduler_core.dft12_ram_i\[0\]\[6\],22.45µm
u_transform_scheduler_core.rx_fft128_i\[0\],22.45µm
u_transform_scheduler_core.tx_dft12_hold_i\[2\]\[4\],22.45µm
u_transform_scheduler_core.tx_dft12_hold_i\[2\]\[8\],22.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[6\],22.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[7\],22.45µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.held_i\[0\],22.45µm
_00008_,22.4µm
_00477_,22.4µm
_00936_,22.4µm
_01125_,22.4µm
_01126_,22.4µm
_01371_,22.4µm
_01765_,22.4µm
_01773_,22.4µm
_01958_,22.4µm
_02177_,22.4µm
_02185_,22.4µm
_03186_,22.4µm
_03346_,22.4µm
_03708_,22.4µm
_03862_,22.4µm
_04403_,22.4µm
_05133_,22.4µm
_05910_,22.4µm
_06009_,22.4µm
_06382_,22.4µm
_07015_,22.4µm
_07091_,22.4µm
_07161_,22.4µm
_07323_,22.4µm
_07485_,22.4µm
_07522_,22.4µm
_07785_,22.4µm
_08752_,22.4µm
_08955_,22.4µm
u_transform_scheduler_core.fifo_x2_i\[0\]\[6\],22.4µm
u_transform_scheduler_core.rx_dft12_i\[4\],22.4µm
u_transform_scheduler_core.rx_fft128_i\[2\],22.4µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[11\],22.4µm
_08670_,22.22µm
_03896_,22.04µm
_04624_,21.99µm
_07252_,21.99µm
_07353_,21.99µm
_07356_,21.99µm
_08158_,21.99µm
_08227_,21.99µm
_08582_,21.99µm
_08869_,21.99µm
u_transform_scheduler_core.mod_diag_X0_q\[15\],21.99µm
u_transform_scheduler_core.ofdm_capture_done,21.99µm
_02236_,21.94µm
_03685_,21.94µm
_04870_,21.94µm
_05378_,21.94µm
_05938_,21.94µm
_07620_,21.94µm
_07687_,21.94µm
_08384_,21.94µm
_08503_,21.94µm
debug_addr\[3\],21.94µm
debug_addr\[4\],21.94µm
u_transform_scheduler_core.rx_small_x0_q\[3\],21.94µm
u_transform_scheduler_core.tx_dft12_hold_q\[0\]\[1\],21.94µm
u_transform_scheduler_core.tx_output_done,21.94µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[7\],21.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_uop_reg\[1\],21.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[9\],21.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_i_reg\[7\],21.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[6\],21.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[17\],21.94µm
_00113_,21.89µm
_00594_,21.89µm
_01234_,21.89µm
_01468_,21.89µm
_02275_,21.89µm
_02315_,21.89µm
_02814_,21.89µm
_03440_,21.89µm
_04070_,21.89µm
_04174_,21.89µm
_04277_,21.89µm
_04354_,21.89µm
_05052_,21.89µm
_05422_,21.89µm
_05947_,21.89µm
_06239_,21.89µm
_06353_,21.89µm
_06909_,21.89µm
_08338_,21.89µm
_08357_,21.89µm
_08461_,21.89µm
_08578_,21.89µm
_08749_,21.89µm
_08887_,21.89µm
_08893_,21.89µm
debug_data_hi\[3\],21.89µm
input_left\[3\],21.89µm
u_transform_scheduler_core.mod_diag_X0_q\[10\],21.89µm
u_transform_scheduler_core.mod_x0_i\[9\],21.89µm
u_transform_scheduler_core.rx_dft12_i\[10\],21.89µm
u_transform_scheduler_core.rx_dft12_i\[3\],21.89µm
u_transform_scheduler_core.rx_small_x2_i\[4\],21.89µm
u_transform_scheduler_core.tx_dft12_hold_i\[1\]\[15\],21.89µm
u_transform_scheduler_core.tx_dft12_hold_q\[0\]\[6\],21.89µm
u_transform_scheduler_core.tx_dft12_hold_q\[1\]\[4\],21.89µm
u_transform_scheduler_core.u_fft_scratch_sram.i_half\[7\],21.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[14\],21.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[9\],21.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[0\],21.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[9\],21.89µm
_01059_,21.84µm
_02099_,21.84µm
_02189_,21.84µm
_02306_,21.84µm
_02565_,21.84µm
_02790_,21.84µm
_02988_,21.84µm
_03141_,21.84µm
_03144_,21.84µm
_03422_,21.84µm
_03957_,21.84µm
_04736_,21.84µm
_04991_,21.84µm
_05140_,21.84µm
_05293_,21.84µm
_05302_,21.84µm
_05404_,21.84µm
_05481_,21.84µm
_06199_,21.84µm
_06271_,21.84µm
_06521_,21.84µm
_07058_,21.84µm
_07464_,21.84µm
_07762_,21.84µm
_07821_,21.84µm
_08537_,21.84µm
_08598_,21.84µm
_08611_,21.84µm
_08701_,21.84µm
_08804_,21.84µm
