test,output_sample,rtl_i_code,rtl_q_code,rtl_i_saturated,rtl_q_saturated,numpy_i,numpy_q
1,50,0,3,0,3,0.0005728020265181148,0.026197660308716817
1,51,-1,3,-1,3,-0.0007133462027770331,0.026194210142844232
1,52,-1,3,-1,3,-0.001997775918587944,0.02612765583039569
1,53,-1,3,-1,3,-0.0032773928172264745,0.025998157706539366
1,54,-1,3,-1,3,-0.004549114189502598,0.025806027743598314
1,55,-1,3,-1,3,-0.0058098763472408665,0.02555172879948187
1,56,-1,3,-1,3,-0.007056642003973565,0.025235873502620347
1,57,-2,3,-2,3,-0.008286407592029855,0.024859222776089564
1,58,-2,3,-2,3,-0.009496210498393356,0.02442268400448042
1,59,-2,3,-2,3,-0.010683136201896428,0.023927308847930016
1,60,-2,2,-2,2,-0.011844325294556913,0.023374290708580214
1,61,-2,2,-2,2,-0.012976980370142442,0.022764961855567378
1,62,-2,2,-2,2,-0.01407837276336706,0.02210079021546932
1,63,-2,2,-2,2,-0.015145849123484913,0.021383375835941607
1,64,-3,2,-3,2,-0.016176837806444584,0.020614447031062588
1,65,-3,2,-3,2,-0.017168855070204887,0.019795856217673432
1,66,-3,2,-3,2,-0.01811951105828697,0.01892957545274368
1,67,-3,2,-3,2,-0.019026515557147915,0.018017691682513284
1,68,-3,2,-3,2,-0.019887683513505748,0.01706240171485631
1,69,-3,2,-3,2,-0.02070094029832421,0.016066006926978363
1,70,-3,1,-3,1,-0.02146432670477578,0.015030907721197317
1,71,-3,1,-3,1,-0.022176003668142576,0.013959597742163887
1,72,-3,1,-3,1,-0.0228342566962843,0.012854657869453223
1,73,-3,1,-3,1,-0.0234375,0.01171875
1,74,-4,1,-4,1,-0.023984280313333155,0.010554610635355503
1,75,-4,1,-4,1,-0.024473280394616652,0.00936504428921573
1,76,-4,1,-4,1,-0.024903322199823323,0.008152916731102234
1,77,-4,0,-4,0,-0.025273369720577216,0.00692114808247235
1,78,-4,0,-4,0,-0.025582531479988495,0.005672705781890814
1,79,-4,0,-4,0,-0.025830062680299377,0.004410597436210362
1,80,-4,0,-4,0,-0.026015366997167125,0.0031378635749833676
1,81,-4,0,-4,0,-0.026137998016261675,0.0018575703255598493
1,82,-4,0,-4,0,-0.026197660308716817,0.0005728020265181148
1,83,-4,-1,-4,-1,-0.026194210142844232,-0.0007133462027770331
1,84,-4,-1,-4,-1,-0.02612765583039569,-0.001997775918587944
1,85,-4,-1,-4,-1,-0.025998157706539366,-0.0032773928172264745
1,86,-4,-1,-4,-1,-0.025806027743598314,-0.004549114189502598
1,87,-4,-1,-4,-1,-0.02555172879948187,-0.0058098763472408665
1,88,-4,-1,-4,-1,-0.025235873502620347,-0.007056642003973565
1,89,-4,-2,-4,-2,-0.024859222776089564,-0.008286407592029855
1,90,-4,-2,-4,-2,-0.02442268400448042,-0.009496210498393356
1,91,-4,-2,-4,-2,-0.023927308847930016,-0.010683136201896428
1,92,-3,-2,-3,-2,-0.023374290708580214,-0.011844325294556913
1,93,-3,-2,-3,-2,-0.022764961855567378,-0.012976980370142442
1,94,-3,-2,-3,-2,-0.02210079021546932,-0.01407837276336706
1,95,-3,-2,-3,-2,-0.021383375835941607,-0.015145849123484913
1,96,-3,-3,-3,-3,-0.020614447031062588,-0.016176837806444584
1,97,-3,-3,-3,-3,-0.019795856217673432,-0.017168855070204887
1,98,-3,-3,-3,-3,-0.01892957545274368,-0.01811951105828697
1,99,-3,-3,-3,-3,-0.018017691682513284,-0.019026515557147915
1,100,-3,-3,-3,-3,-0.01706240171485631,-0.019887683513505748
1,101,-3,-3,-3,-3,-0.016066006926978363,-0.02070094029832421
