net,length_um
X1_q_i[10],28.82µm
_064_,28.56µm
result_addr0_i[4],28.26µm
net66,27.49µm
_038_,27.44µm
net111,26.88µm
net20,26.32µm
_003_,26.32µm
_036_,25.81µm
net31,25.25µm
net34,25.25µm
_061_,25.25µm
net114,25.25µm
net3,24.74µm
_063_,24.74µm
net82,24.69µm
_101_,24.69µm
_048_,24.64µm
result_addr1_i[2],24.5µm
net97,24.28µm
net24,24.18µm
_039_,24.08µm
net131,24.08µm
X0_q_i[10],23.99µm
result_addr1_i[4],23.83µm
net61,23.57µm
net1,22.45µm
net91,22.45µm
net127,22.45µm
net108,22.45µm
net7,22.4µm
net96,22.4µm
X2_q_i[8],22.36µm
_081_,21.89µm
net107,21.89µm
net22,21.84µm
_001_,21.84µm
net106,21.84µm
_041_,20.77µm
dout_o[2],20.42µm
net94,20.21µm
net58,20.16µm
net115,19.65µm
net46,19.6µm
net56,19.6µm
net99,19.6µm
rst_n,19.3µm
net15,18.53µm
net81,18.53µm
result_valid_i,18.28µm
result_addr2_i[2],18.18µm
_083_,17.97µm
net116,17.97µm
net25,17.92µm
net35,17.41µm
net38,17.41µm
net98,17.41µm
_012_,16.8µm
net113,16.8µm
X1_i_i[10],16.55µm
net18,16.29µm
net102,16.29µm
enable_i,15.94µm
_072_,15.73µm
_044_,15.68µm
net73,15.22µm
_017_,15.22µm
_043_,15.17µm
_047_,15.12µm
_075_,15.12µm
result_last_i,14.92µm
net19,14.61µm
_074_,14.05µm
_053_,13.49µm
_102_,13.44µm
net135,13.44µm
_025_,12.98µm
_035_,12.93µm
_071_,12.93µm
net105,12.88µm
_005_,12.37µm
net84,12.32µm
_078_,12.32µm
net133,12.32µm
net122,11.76µm
net32,11.25µm
net129,11.25µm
net95,11.2µm
_006_,11.2µm
_093_,11.2µm
busy_o,10.95µm
result_ready_o,10.95µm
net8,10.69µm
_013_,10.69µm
_098_,10.69µm
_088_,10.64µm
_089_,10.64µm
dout_o[0],10.5µm
_103_,10.18µm
_042_,10.13µm
net104,10.13µm
net103,10.08µm
_014_,9.57µm
_040_,9.57µm
_097_,9.57µm
_068_,9.52µm
net6,9.01µm
_092_,8.45µm
net112,8.4µm
net36,7.84µm
_049_,7.84µm
net74,7.38µm
_054_,7.28µm
_000_,6.77µm
_077_,6.77µm
_094_,6.72µm
_099_,6.72µm
_087_,6.26µm
_067_,6.21µm
dout_valid_o,5.3µm
net17,5.04µm
_055_,4.63µm
_059_,4.58µm
_080_,4.02µm
net88,3.92µm
_011_,3.92µm
_056_,3.92µm
_096_,3.92µm
_104_,3.92µm
_085_,3.46µm
_004_,3.36µm
_060_,3.36µm
_062_,3.36µm
net126,2.85µm
net86,2.8µm
_058_,2.8µm
_086_,2.8µm
_076_,2.34µm
net93,2.24µm
_079_,2.24µm
_084_,1.68µm
_100_,1.12µm
